route_id,start_edge,route_edges,movement_sequence,turns,intersections,raw_probability,normalized_probability
r21,-A0_0,-A0_0 A0A1 A1B1 B1B0 B0C0 C0_1,straight right right left straight,3,5,0.0038587499999999993,0.004542514492342883
r22,-A0_0,-A0_0 A0A1 A1B1 B1B0 B0_0,straight right right straight,2,4,0.011024999999999998,0.012978612835265378
r23,-A0_0,-A0_0 A0A1 A1B1 B1B2 B2A2 A2_1,straight right left left straight,3,5,0.0038587499999999993,0.004542514492342883
r24,-A0_0,-A0_0 A0A1 A1B1 B1B2 B2C2 C2_1,straight right left right straight,3,5,0.0038587499999999993,0.004542514492342883
r25,-A0_0,-A0_0 A0A1 A1B1 B1B2 B2_0,straight right left straight,2,4,0.011024999999999998,0.012978612835265378
r26,-A0_0,-A0_0 A0A1 A1A2 A2_1,straight straight left,1,3,0.0315,0.03708175095790109
r27,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2C2 C2_1,straight straight right straight straight,1,5,0.002835,0.003337357586211098
r28,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2C2 C2C1 C1_1,straight straight right straight right left,3,6,0.0011576249999999998,0.0013627543477028649
r29,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_1,straight straight right straight right straight left,3,7,0.00034728749999999995,0.00040882630431085944
r30,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,straight straight right straight right straight straight,2,7,0.00029767499999999996,0.00035042254655216526
r31,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2C2 C2_0,straight straight right straight left,2,5,0.0033074999999999997,0.003893583850579614
r32,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2B1 B1C1 C1_1,straight straight right right left straight,3,6,0.0011576249999999998,0.0013627543477028649
r33,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2B1 B1B0 B0C0 C0_1,straight straight right right straight left straight,3,7,0.0003472875,0.0004088263043108595
r34,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2B1 B1B0 B0_0,straight straight right right straight straight,2,6,0.00099225,0.0011680751551738843
r35,-A0_0,-A0_0 A0A1 A1A2 A2B2 B2_0,straight straight right left,2,4,0.011025,0.012978612835265382
r36,-A0_0,-A0_0 A0A1 A1A2 A2_0,straight straight straight,0,3,0.027,0.03178435796391522
r37,-B0_0,-B0_0 B0A0 A0_1,left straight,1,2,0.105,0.12509080252004356
r38,-B0_0,-B0_0 B0A0 A0_0,left left,2,2,0.12249999999999998,0.14593926960671746
r39,-B0_0,-B0_0 B0A0 A0A1 A1_1,left right left,3,3,0.04287499999999999,0.05107874436235111
r40,-B0_0,-B0_0 B0A0 A0A1 A1B1 B1C1 C1_1,left right right straight straight,3,5,0.003858749999999999,0.0045970869926116
r41,-B0_0,-B0_0 B0A0 A0A1 A1A2 A2_1,left right straight left,3,4,0.012862499999999995,0.015323623308705332
r42,-B0_0,-B0_0 B0A0 A0A1 A1A2 A2B2 B2C2 C2_1,left right straight right straight straight,3,6,0.0011576249999999996,0.00137912609778348
r43,-B0_0,-B0_0 B0A0 A0A1 A1A2 A2_0,left right straight straight,2,4,0.011024999999999997,0.01313453426460457
r44,-B0_0,-B0_0 B0C0 C0_1,right straight,1,2,0.105,0.12509080252004356
r45,-B0_0,-B0_0 B0C0 C0_0,right right,2,2,0.12249999999999998,0.14593926960671746
r46,-B0_0,-B0_0 B0C0 C0C1 C1B1 B1A1 A1_1,right left left straight straight,3,5,0.003858749999999999,0.0045970869926116
r47,-B0_0,-B0_0 B0C0 C0C1 C1_1,right left right,3,3,0.04287499999999999,0.05107874436235111
r48,-B0_0,-B0_0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_1,right left straight left straight straight,3,6,0.0011576249999999996,0.00137912609778348
r49,-B0_0,-B0_0 B0C0 C0C1 C1C2 C2_1,right left straight right,3,4,0.012862499999999995,0.015323623308705332
r50,-B0_0,-B0_0 B0C0 C0C1 C1C2 C2_0,right left straight straight,2,4,0.011024999999999997,0.01313453426460457
r51,-B0_0,-B0_0 B0B1 B1A1 A1_1,straight left straight,1,3,0.0315,0.03752724075601307
r52,-B0_0,-B0_0 B0B1 B1A1 A1A0 A0_1,straight left left right,3,4,0.012862499999999999,0.015323623308705335
r53,-B0_0,-B0_0 B0B1 B1A1 A1A0 A0_0,straight left left straight,2,4,0.011024999999999998,0.013134534264604572
r54,-B0_0,-B0_0 B0B1 B1A1 A1A2 A2_1,straight left right left,3,4,0.012862499999999999,0.015323623308705335
r55,-B0_0,-B0_0 B0B1 B1A1 A1A2 A2B2 B2C2 C2_1,straight left right right straight straight,3,6,0.0011576249999999998,0.0013791260977834801
r56,-B0_0,-B0_0 B0B1 B1A1 A1A2 A2_0,straight left right straight,2,4,0.011024999999999998,0.013134534264604572
r57,-B0_0,-B0_0 B0B1 B1C1 C1_1,straight right straight,1,3,0.0315,0.03752724075601307
r58,-B0_0,-B0_0 B0B1 B1C1 C1C0 C0_1,straight right right left,3,4,0.012862499999999999,0.015323623308705335
r59,-B0_0,-B0_0 B0B1 B1C1 C1C0 C0_0,straight right right straight,2,4,0.011024999999999998,0.013134534264604572
r60,-B0_0,-B0_0 B0B1 B1C1 C1C2 C2B2 B2A2 A2_1,straight right left left straight straight,3,6,0.0011576249999999998,0.0013791260977834801
r61,-B0_0,-B0_0 B0B1 B1C1 C1C2 C2_1,straight right left right,3,4,0.012862499999999999,0.015323623308705335
r62,-B0_0,-B0_0 B0B1 B1C1 C1C2 C2_0,straight right left straight,2,4,0.011024999999999998,0.013134534264604572
r63,-B0_0,-B0_0 B0B1 B1B2 B2A2 A2_1,straight straight left straight,1,4,0.00945,0.011258172226803921
r64,-B0_0,-B0_0 B0B1 B1B2 B2A2 A2A1 A1_1,straight straight left left right,3,5,0.0038587499999999998,0.004597086992611601
r65,-B0_0,-B0_0 B0B1 B1B2 B2A2 A2A1 A1A0 A0_1,straight straight left left straight right,3,6,0.001157625,0.0013791260977834804
r66,-B0_0,-B0_0 B0B1 B1B2 B2A2 A2A1 A1A0 A0_0,straight straight left left straight straight,2,6,0.00099225,0.0011821080838144119
r67,-B0_0,-B0_0 B0B1 B1B2 B2A2 A2_0,straight straight left right,2,4,0.011025,0.013134534264604574
r68,-B0_0,-B0_0 B0B1 B1B2 B2C2 C2_1,straight straight right straight,1,4,0.00945,0.011258172226803921
r69,-B0_0,-B0_0 B0B1 B1B2 B2C2 C2C1 C1_1,straight straight right right left,3,5,0.0038587499999999998,0.004597086992611601
r70,-B0_0,-B0_0 B0B1 B1B2 B2C2 C2C1 C1C0 C0_1,straight straight right right straight left,3,6,0.001157625,0.0013791260977834804
r71,-B0_0,-B0_0 B0B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight straight right right straight straight,2,6,0.00099225,0.0011821080838144119
r72,-B0_0,-B0_0 B0B1 B1B2 B2C2 C2_0,straight straight right left,2,4,0.011025,0.013134534264604574
r73,-B0_0,-B0_0 B0B1 B1B2 B2_0,straight straight straight,0,3,0.027,0.03216620636229692
r74,-C0_0,-C0_0 C0B0 B0A0 A0_1,left straight straight,1,3,0.0315,0.03708175095790109
r75,-C0_0,-C0_0 C0B0 B0A0 A0_0,left straight left,2,3,0.03675,0.043262042784217934
r76,-C0_0,-C0_0 C0B0 B0A0 A0A1 A1_1,left straight right left,3,4,0.012862499999999999,0.015141714974476276
r77,-C0_0,-C0_0 C0B0 B0A0 A0A1 A1B1 B1C1 C1_1,left straight right right straight straight,3,6,0.0011576249999999998,0.0013627543477028649
r78,-C0_0,-C0_0 C0B0 B0A0 A0A1 A1A2 A2_1,left straight right straight left,3,5,0.0038587499999999993,0.004542514492342883
r79,-C0_0,-C0_0 C0B0 B0A0 A0A1 A1A2 A2B2 B2C2 C2_1,left straight right straight right straight straight,3,7,0.00034728749999999995,0.00040882630431085944
r80,-C0_0,-C0_0 C0B0 B0A0 A0A1 A1A2 A2_0,left straight right straight straight,2,5,0.0033074999999999992,0.003893583850579613
r81,-C0_0,-C0_0 C0B0 B0_0,left left,2,2,0.12249999999999998,0.14420680928072643
r82,-C0_0,-C0_0 C0B0 B0B1 B1A1 A1_1,left right left straight,3,4,0.012862499999999997,0.015141714974476275
r83,-C0_0,-C0_0 C0B0 B0B1 B1C1 C1_1,left right right straight,3,4,0.012862499999999997,0.015141714974476275
r84,-C0_0,-C0_0 C0B0 B0B1 B1B2 B2A2 A2_1,left right straight left straight,3,5,0.0038587499999999985,0.004542514492342882
r85,-C0_0,-C0_0 C0B0 B0B1 B1B2 B2C2 C2_1,left right straight right straight,3,5,0.0038587499999999985,0.004542514492342882
r86,-C0_0,-C0_0 C0B0 B0B1 B1B2 B2_0,left right straight straight,2,4,0.011024999999999997,0.012978612835265376
r87,-C0_0,-C0_0 C0_1,right,1,1,0.35,0.41201945508778987
r88,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1_1,straight left straight straight,1,4,0.00945,0.011124525287370327
r89,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A0 A0_1,straight left straight left right,3,5,0.0038587499999999998,0.004542514492342883
r90,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A0 A0_0,straight left straight left straight,2,5,0.0033075,0.0038935838505796145
r91,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2_1,straight left straight right left,3,5,0.0038587499999999998,0.004542514492342883
r92,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2B2 B2C2 C2_1,straight left straight right right straight straight,3,7,0.00034728749999999995,0.00040882630431085944
r93,-C0_0,-C0_0 C0C1 C1B1 B1A1 A1A2 A2_0,straight left straight right straight,2,5,0.0033075,0.0038935838505796145
r94,-C0_0,-C0_0 C0C1 C1B1 B1B0 B0A0 A0_1,straight left left right straight,3,5,0.0038587499999999993,0.004542514492342883
r95,-C0_0,-C0_0 C0C1 C1B1 B1B0 B0_0,straight left left straight,2,4,0.011024999999999998,0.012978612835265378
r96,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2A2 A2_1,straight left right left straight,3,5,0.0038587499999999993,0.004542514492342883
r97,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2C2 C2_1,straight left right right straight,3,5,0.0038587499999999993,0.004542514492342883
r98,-C0_0,-C0_0 C0C1 C1B1 B1B2 B2_0,straight left right straight,2,4,0.011024999999999998,0.012978612835265378
r99,-C0_0,-C0_0 C0C1 C1_1,straight right,1,2,0.105,0.12360583652633696
r100,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2_1,straight straight left straight straight,1,5,0.002835,0.003337357586211098
r101,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1_1,straight straight left straight left right,3,6,0.0011576249999999998,0.0013627543477028649
r102,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_1,straight straight left straight left straight right,3,7,0.00034728749999999995,0.00040882630431085944
r103,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2A1 A1A0 A0_0,straight straight left straight left straight straight,2,7,0.00029767499999999996,0.00035042254655216526
r104,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2A2 A2_0,straight straight left straight right,2,5,0.0033074999999999997,0.003893583850579614
r105,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1A1 A1_1,straight straight left left right straight,3,6,0.0011576249999999998,0.0013627543477028649
r106,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1B0 B0A0 A0_1,straight straight left left straight right straight,3,7,0.0003472875,0.0004088263043108595
r107,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2B1 B1B0 B0_0,straight straight left left straight straight,2,6,0.00099225,0.0011680751551738843
r108,-C0_0,-C0_0 C0C1 C1C2 C2B2 B2_0,straight straight left right,2,4,0.011025,0.012978612835265382
r109,-C0_0,-C0_0 C0C1 C1C2 C2_1,straight straight right,1,3,0.0315,0.03708175095790109
r110,-C0_0,-C0_0 C0C1 C1C2 C2_0,straight straight straight,0,3,0.027,0.03178435796391522
r111,-A0_1,-A0_1 A0B0 B0C0 C0_1,straight straight straight,0,3,0.027,0.03178435796391522
r112,-A0_1,-A0_1 A0B0 B0C0 C0_0,straight straight right,1,3,0.0315,0.03708175095790109
r113,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1_1,straight straight left left straight straight,2,6,0.00099225,0.0011680751551738843
r114,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1A1 A1A2 A2_0,straight straight left left straight right straight,3,7,0.0003472875,0.0004088263043108595
r115,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1B1 B1B2 B2_0,straight straight left left right straight,3,6,0.0011576249999999998,0.0013627543477028649
r116,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1_1,straight straight left right,2,4,0.011025,0.012978612835265382
r117,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_1,straight straight left straight left straight straight,2,7,0.00029767499999999996,0.00035042254655216526
r118,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2A2 A2_0,straight straight left straight left straight right,3,7,0.00034728749999999995,0.00040882630431085944
r119,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2B2 B2_0,straight straight left straight left right,3,6,0.0011576249999999998,0.0013627543477028649
r120,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_1,straight straight left straight right,2,5,0.0033074999999999997,0.003893583850579614
r121,-A0_1,-A0_1 A0B0 B0C0 C0C1 C1C2 C2_0,straight straight left straight straight,1,5,0.002835,0.003337357586211098
r122,-A0_1,-A0_1 A0B0 B0_0,straight right,1,2,0.105,0.12360583652633696
r123,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1_1,straight left left straight,2,4,0.011024999999999998,0.012978612835265378
r124,-A0_1,-A0_1 A0B0 B0B1 B1A1 A1A2 A2_0,straight left left right straight,3,5,0.0038587499999999993,0.004542514492342883
r125,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1_1,straight left right straight,2,4,0.011024999999999998,0.012978612835265378
r126,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C0 C0_0,straight left right right straight,3,5,0.0038587499999999993,0.004542514492342883
r127,-A0_1,-A0_1 A0B0 B0B1 B1C1 C1C2 C2_0,straight left right left straight,3,5,0.0038587499999999993,0.004542514492342883
r128,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_1,straight left straight left straight,2,5,0.0033075,0.0038935838505796145
r129,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2A2 A2_0,straight left straight left right,3,5,0.0038587499999999998,0.004542514492342883
r130,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_1,straight left straight right straight,2,5,0.0033075,0.0038935838505796145
r131,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left straight right right straight straight,3,7,0.00034728749999999995,0.00040882630431085944
r132,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2C2 C2_0,straight left straight right left,3,5,0.0038587499999999998,0.004542514492342883
r133,-A0_1,-A0_1 A0B0 B0B1 B1B2 B2_0,straight left straight straight,1,4,0.00945,0.011124525287370327
r134,-A0_1,-A0_1 A0_0,right,1,1,0.35,0.41201945508778987
r135,-A0_1,-A0_1 A0A1 A1_1,left left,2,2,0.12249999999999998,0.14420680928072643
r136,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1_1,left right straight straight,2,4,0.011024999999999997,0.012978612835265376
r137,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C0 C0_0,left right straight right straight,3,5,0.0038587499999999985,0.004542514492342882
r138,-A0_1,-A0_1 A0A1 A1B1 B1C1 C1C2 C2_0,left right straight left straight,3,5,0.0038587499999999985,0.004542514492342882
r139,-A0_1,-A0_1 A0A1 A1B1 B1B0 B0_0,left right right straight,3,4,0.012862499999999997,0.015141714974476275
r140,-A0_1,-A0_1 A0A1 A1B1 B1B2 B2_0,left right left straight,3,4,0.012862499999999997,0.015141714974476275
r141,-A0_1,-A0_1 A0A1 A1A2 A2_1,left straight left,2,3,0.03675,0.043262042784217934
r142,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_1,left straight right straight straight,2,5,0.0033074999999999992,0.003893583850579613
r143,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left straight right straight right straight straight,3,7,0.00034728749999999995,0.00040882630431085944
r144,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2C2 C2_0,left straight right straight left,3,5,0.0038587499999999993,0.004542514492342883
r145,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2B1 B1B0 B0_0,left straight right right straight straight,3,6,0.0011576249999999998,0.0013627543477028649
r146,-A0_1,-A0_1 A0A1 A1A2 A2B2 B2_0,left straight right left,3,4,0.012862499999999999,0.015141714974476276
r147,-A0_1,-A0_1 A0A1 A1A2 A2_0,left straight straight,1,3,0.0315,0.03708175095790109
r148,-A1_1,-A1_1 A1B1 B1C1 C1_1,straight straight straight,0,3,0.027,0.03216620636229692
r149,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_1,straight straight right right straight straight,2,6,0.00099225,0.0011821080838144119
r150,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0A0 A0_0,straight straight right right straight left,3,6,0.001157625,0.0013791260977834804
r151,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0B0 B0_0,straight straight right right left,3,5,0.0038587499999999998,0.004597086992611601
r152,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_1,straight straight right left,2,4,0.011025,0.013134534264604574
r153,-A1_1,-A1_1 A1B1 B1C1 C1C0 C0_0,straight straight right straight,1,4,0.00945,0.011258172226803921
r154,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_1,straight straight left left straight straight,2,6,0.00099225,0.0011821080838144119
r155,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2A2 A2_0,straight straight left left straight right,3,6,0.001157625,0.0013791260977834804
r156,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2B2 B2_0,straight straight left left right,3,5,0.0038587499999999998,0.004597086992611601
r157,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_1,straight straight left right,2,4,0.011025,0.013134534264604574
r158,-A1_1,-A1_1 A1B1 B1C1 C1C2 C2_0,straight straight left straight,1,4,0.00945,0.011258172226803921
r159,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_1,straight right right straight,2,4,0.011024999999999998,0.013134534264604572
r160,-A1_1,-A1_1 A1B1 B1B0 B0A0 A0_0,straight right right left,3,4,0.012862499999999999,0.015323623308705335
r161,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_1,straight right left straight,2,4,0.011024999999999998,0.013134534264604572
r162,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0_0,straight right left right,3,4,0.012862499999999999,0.015323623308705335
r163,-A1_1,-A1_1 A1B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right left left straight straight,3,6,0.0011576249999999998,0.0013791260977834801
r164,-A1_1,-A1_1 A1B1 B1B0 B0_0,straight right straight,1,3,0.0315,0.03752724075601307
r165,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_1,straight left left straight,2,4,0.011024999999999998,0.013134534264604572
r166,-A1_1,-A1_1 A1B1 B1B2 B2A2 A2_0,straight left left right,3,4,0.012862499999999999,0.015323623308705335
r167,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_1,straight left right straight,2,4,0.011024999999999998,0.013134534264604572
r168,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2C1 C1C0 C0_0,straight left right right straight straight,3,6,0.0011576249999999998,0.0013791260977834801
r169,-A1_1,-A1_1 A1B1 B1B2 B2C2 C2_0,straight left right left,3,4,0.012862499999999999,0.015323623308705335
r170,-A1_1,-A1_1 A1B1 B1B2 B2_0,straight left straight,1,3,0.0315,0.03752724075601307
r171,-A1_1,-A1_1 A1A0 A0_1,right right,2,2,0.12249999999999998,0.14593926960671746
r172,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_1,right left straight straight,2,4,0.011024999999999997,0.01313453426460457
r173,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0_0,right left straight right,3,4,0.012862499999999995,0.015323623308705332
r174,-A1_1,-A1_1 A1A0 A0B0 B0C0 C0C1 C1C2 C2_0,right left straight left straight straight,3,6,0.0011576249999999996,0.00137912609778348
r175,-A1_1,-A1_1 A1A0 A0B0 B0_0,right left right,3,3,0.04287499999999999,0.05107874436235111
r176,-A1_1,-A1_1 A1A0 A0B0 B0B1 B1B2 B2_0,right left left straight straight,3,5,0.003858749999999999,0.0045970869926116
r177,-A1_1,-A1_1 A1A0 A0_0,right straight,1,2,0.105,0.12509080252004356
r178,-A1_1,-A1_1 A1A2 A2_1,left left,2,2,0.12249999999999998,0.14593926960671746
r179,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_1,left right straight straight,2,4,0.011024999999999997,0.01313453426460457
r180,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2C1 C1C0 C0_0,left right straight right straight straight,3,6,0.0011576249999999996,0.00137912609778348
r181,-A1_1,-A1_1 A1A2 A2B2 B2C2 C2_0,left right straight left,3,4,0.012862499999999995,0.015323623308705332
r182,-A1_1,-A1_1 A1A2 A2B2 B2B1 B1B0 B0_0,left right right straight straight,3,5,0.003858749999999999,0.0045970869926116
r183,-A1_1,-A1_1 A1A2 A2B2 B2_0,left right left,3,3,0.04287499999999999,0.05107874436235111
r184,-A1_1,-A1_1 A1A2 A2_0,left straight,1,2,0.105,0.12509080252004356
r185,-A2_1,-A2_1 A2B2 B2C2 C2_1,straight straight straight,0,3,0.027,0.031784357963915225
r186,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1_1,straight straight right right straight straight,2,6,0.00099225,0.0011680751551738846
r187,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1A1 A1A0 A0_0,straight straight right right straight left straight,3,7,0.0003472875,0.00040882630431085954
r188,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1B1 B1B0 B0_0,straight straight right right left straight,3,6,0.0011576249999999998,0.0013627543477028649
r189,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1_1,straight straight right left,2,4,0.011025,0.012978612835265383
r190,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_1,straight straight right straight right straight straight,2,7,0.00029767499999999996,0.00035042254655216526
r191,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0A0 A0_0,straight straight right straight right straight left,3,7,0.00034728749999999995,0.0004088263043108595
r192,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0B0 B0_0,straight straight right straight right left,3,6,0.0011576249999999998,0.0013627543477028649
r193,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_1,straight straight right straight left,2,5,0.0033074999999999997,0.0038935838505796145
r194,-A2_1,-A2_1 A2B2 B2C2 C2C1 C1C0 C0_0,straight straight right straight straight,1,5,0.002835,0.0033373575862110983
r195,-A2_1,-A2_1 A2B2 B2C2 C2_0,straight straight left,1,3,0.0315,0.037081750957901095
r196,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1_1,straight right right straight,2,4,0.011024999999999998,0.01297861283526538
r197,-A2_1,-A2_1 A2B2 B2B1 B1A1 A1A0 A0_0,straight right right left straight,3,5,0.0038587499999999993,0.004542514492342884
r198,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1_1,straight right left straight,2,4,0.011024999999999998,0.01297861283526538
r199,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C0 C0_0,straight right left right straight,3,5,0.0038587499999999993,0.004542514492342884
r200,-A2_1,-A2_1 A2B2 B2B1 B1C1 C1C2 C2_0,straight right left left straight,3,5,0.0038587499999999993,0.004542514492342884
r201,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_1,straight right straight right straight,2,5,0.0033075,0.003893583850579615
r202,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0A0 A0_0,straight right straight right left,3,5,0.0038587499999999998,0.004542514492342884
r203,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_1,straight right straight left straight,2,5,0.0033075,0.003893583850579615
r204,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0_0,straight right straight left right,3,5,0.0038587499999999998,0.004542514492342884
r205,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0C0 C0C1 C1C2 C2_0,straight right straight left left straight straight,3,7,0.00034728749999999995,0.0004088263043108595
r206,-A2_1,-A2_1 A2B2 B2B1 B1B0 B0_0,straight right straight straight,1,4,0.00945,0.011124525287370329
r207,-A2_1,-A2_1 A2B2 B2_0,straight left,1,2,0.105,0.12360583652633697
